Date,Open,High,Low,Close,Adj Close,Volume
2019-07-29,270.000000,271.149994,266.500000,267.750000,219.000641,5525308
2019-07-30,268.000000,270.100006,266.549988,268.899994,219.941284,13233351
2019-07-31,268.600006,271.100006,266.000000,270.200012,221.004608,13649764
2019-08-01,270.450012,270.700012,266.500000,267.549988,218.837067,5925611
2019-08-02,267.200012,267.200012,263.100006,264.500000,216.342392,8890911
2019-08-05,264.399994,264.500000,257.649994,259.799988,212.498123,11556743
2019-08-06,258.750000,261.500000,258.149994,258.899994,211.761963,9408544
2019-08-07,259.049988,259.350006,253.100006,253.649994,207.467850,8489812
2019-08-08,255.000000,258.700012,253.000000,257.750000,210.821350,6370866
2019-08-09,258.850006,258.850006,253.500000,254.199997,207.917679,9927337
2019-08-13,253.800003,254.000000,244.000000,246.300003,201.456070,20992894
2019-08-14,246.300003,253.600006,244.050003,248.750000,203.459991,13809031
2019-08-16,248.750000,253.399994,247.399994,253.000000,206.936203,10337358
2019-08-19,253.500000,257.299988,250.949997,251.550003,205.750214,12524627
2019-08-20,251.600006,251.949997,245.449997,246.500000,201.619659,15000271
2019-08-21,246.699997,246.899994,240.850006,241.449997,197.489120,14736226
2019-08-22,242.199997,246.000000,239.000000,240.050003,196.343994,10513066
2019-08-23,239.000000,239.449997,234.649994,236.100006,193.113190,16440329
2019-08-26,240.699997,243.449997,234.949997,242.500000,198.347916,12857092
2019-08-27,243.949997,246.300003,242.699997,245.500000,200.801727,14529777
2019-08-28,246.149994,247.649994,243.100006,245.949997,201.169769,8894489
2019-08-29,243.949997,245.449997,240.149994,241.199997,197.284637,11105245
2019-08-30,242.750000,247.199997,239.050003,245.649994,200.924408,11772247
2019-09-03,244.449997,244.449997,240.649994,241.550003,197.570908,9546229
2019-09-04,241.600006,244.550003,241.300003,243.250000,198.961380,7032392
2019-09-05,242.000000,246.899994,242.000000,244.250000,199.779297,8451611
2019-09-06,244.300003,245.850006,243.250000,243.899994,199.493027,8704669
2019-09-09,244.649994,246.500000,243.199997,245.500000,200.801727,9085228
2019-09-11,244.600006,245.449997,243.000000,243.750000,199.370331,8968683
2019-09-12,244.300003,245.000000,240.000000,240.750000,196.916550,8083759
2019-09-13,241.000000,242.449997,238.600006,239.899994,196.221313,14031943
2019-09-16,239.500000,240.850006,238.300003,239.399994,195.812332,7084644
2019-09-17,239.800003,240.100006,236.800003,237.199997,194.012894,10672279
2019-09-18,237.699997,242.300003,234.050003,239.250000,195.689667,19956339
2019-09-19,239.949997,239.949997,236.100006,236.699997,193.603958,8483309
2019-09-20,237.000000,248.500000,234.300003,238.050003,194.708130,63568127
2019-09-23,250.000000,260.500000,249.899994,254.850006,208.449356,52040316
2019-09-24,255.000000,258.000000,253.800003,256.000000,209.389984,17167257
2019-09-25,255.100006,256.250000,242.699997,247.550003,202.478485,20597095
2019-09-26,247.300003,251.399994,246.250000,250.399994,204.809555,17847616
2019-09-27,250.000000,258.000000,250.000000,252.949997,206.895279,17535666
2019-09-30,254.750000,260.799988,249.399994,259.850006,212.539017,20588289
2019-10-01,259.100006,262.450012,255.000000,255.899994,209.308212,15440899
2019-10-03,257.700012,262.149994,256.049988,261.649994,214.011246,12356337
2019-10-04,263.000000,263.899994,255.199997,257.250000,210.412384,18085064
2019-10-07,257.500000,258.000000,250.699997,251.899994,206.036469,21263568
2019-10-09,251.300003,252.199997,246.300003,247.100006,202.110413,21503869
2019-10-10,247.000000,247.649994,242.649994,243.199997,198.920471,24294966
2019-10-11,243.199997,246.199997,241.100006,243.949997,199.533920,25072193
2019-10-14,245.449997,246.399994,243.000000,244.100006,199.656647,14713799
2019-10-15,245.050003,249.199997,245.050003,247.600006,202.519394,9989191
2019-10-16,247.399994,247.600006,242.149994,243.649994,199.288528,16063295
2019-10-17,244.000000,246.699997,243.850006,245.850006,201.088013,13649598
2019-10-18,246.000000,247.800003,245.100006,246.500000,201.619659,12833554
2019-10-22,245.000000,251.100006,244.949997,248.899994,203.582672,18275636
2019-10-23,250.399994,251.949997,249.050003,251.050003,205.341232,12831461
2019-10-24,252.600006,254.000000,247.949997,249.050003,203.705383,16791340
2019-10-25,256.899994,257.200012,247.000000,247.699997,202.601166,32591192
2019-10-27,249.949997,251.100006,249.699997,250.399994,204.809555,3131726
2019-10-29,250.949997,255.100006,249.550003,253.250000,207.140671,11937562
2019-10-30,256.000000,264.000000,254.300003,259.399994,212.170944,34291157
2019-10-31,260.000000,262.850006,256.200012,257.649994,210.739563,16654994
2019-11-01,259.350006,263.000000,258.750000,261.299988,213.724991,12571588
2019-11-04,262.950012,264.950012,260.049988,260.750000,213.275116,7895272
2019-11-05,261.000000,264.000000,258.600006,262.899994,215.033691,10278362
2019-11-06,262.950012,263.799988,260.000000,261.350006,213.765930,8857419
2019-11-07,262.899994,266.299988,262.000000,265.850006,217.446594,14782434
2019-11-08,264.850006,265.450012,260.000000,260.500000,213.070679,11899353
2019-11-11,260.600006,262.350006,258.799988,259.450012,212.211853,7245151
2019-11-13,258.899994,259.250000,253.149994,253.850006,207.631439,10269356
2019-11-14,254.100006,255.899994,253.250000,253.899994,207.672333,8880734
2019-11-15,254.250000,255.750000,250.000000,250.649994,205.014069,16741465
2019-11-18,251.449997,252.250000,248.750000,250.750000,205.095856,7864919
2019-11-19,251.750000,251.800003,248.800003,249.300003,203.909866,12152981
2019-11-20,249.300003,251.300003,246.699997,250.699997,205.054962,9978073
2019-11-21,251.399994,251.399994,245.050003,245.699997,200.965302,10393219
2019-11-22,247.149994,252.649994,246.649994,247.649994,202.560272,16370384
2019-11-25,247.750000,248.399994,246.250000,247.750000,202.642059,10586688
2019-11-26,248.649994,250.399994,247.699997,249.149994,203.787155,19778030
2019-11-27,249.750000,250.050003,246.600006,246.949997,201.987717,8841620
2019-11-28,247.300003,247.949997,245.649994,246.699997,201.783234,10992718
2019-11-29,246.750000,247.399994,245.000000,246.399994,201.537842,9807979
2019-12-02,246.000000,246.899994,244.550003,244.949997,200.351868,9972664
2019-12-03,244.949997,245.800003,242.649994,244.050003,199.615738,8129241
2019-12-04,243.500000,244.050003,242.000000,243.149994,198.879578,11946661
2019-12-05,243.149994,247.500000,243.100006,246.949997,201.987717,11265857
2019-12-06,247.000000,247.149994,242.500000,243.350006,199.043198,10374270
2019-12-09,243.000000,243.300003,241.000000,241.449997,197.489120,6722758
2019-12-10,241.600006,241.699997,235.000000,235.600006,192.704224,15380232
2019-12-11,235.600006,238.800003,235.600006,237.600006,194.340073,13799825
2019-12-12,238.050003,240.199997,237.600006,238.550003,195.117111,10307052
2019-12-13,240.000000,242.500000,239.199997,241.600006,197.611786,8205457
2019-12-16,243.000000,243.399994,236.350006,236.899994,193.767548,12014269
2019-12-17,237.500000,241.699997,237.500000,241.050003,197.161926,15921196
2019-12-18,240.600006,247.350006,239.750000,245.149994,200.515427,17134732
2019-12-19,246.050003,247.899994,243.250000,244.350006,199.861099,9339714
2019-12-20,244.350006,245.100006,240.149994,241.149994,197.243744,13958336
2019-12-23,242.000000,242.800003,238.649994,238.899994,195.403381,19082124
